Song,Artist,Length,Genre,Datetime,Star_Rating
Song261,Coldplay,249.0,Rock,2023-07-22 05:53:08.126178,5
Song81,Foo Fighters,218.0,Rock,2023-07-09 21:30:08.126178,2
Song192,Kanye West,152.0,Hip-Hop,2023-07-17 13:53:08.126178,5
Song61,The Rolling Stones,299.0,Rock,2023-07-05 14:57:08.126178,5
Song21,The Rolling Stones,320.0,Rock,2023-07-24 15:07:08.126178,3
Song232,Eminem,162.0,Hip-Hop,2023-07-31 05:25:08.126178,5
Song281,The Rolling Stones,315.0,Rock,2023-07-25 18:24:08.126178,4
Song202,Kanye West,194.0,Hip-Hop,2023-08-02 11:13:08.126178,3
Song31,Coldplay,155.0,Rock,2023-07-07 11:12:08.126178,5
Song92,Jay-Z,326.0,Hip-Hop,2023-07-13 05:54:08.126178,5
Song132,Nas,258.0,Hip-Hop,2023-07-20 20:55:08.126178,5
Song81,Foo Fighters,218.0,Rock,2023-07-08 11:43:08.126178,3
Song251,The Rolling Stones,164.0,Rock,2023-07-24 06:39:08.126178,5
Song101,U2,356.0,Rock,2023-07-18 21:48:08.126178,5
Song71,Foo Fighters,168.0,Rock,2023-07-09 04:22:08.126178,5
Song2,OutKast,282.0,Hip-Hop,2023-07-14 21:04:08.126178,3
Song202,Kanye West,194.0,Hip-Hop,2023-07-26 22:28:08.126178,4
Song92,Jay-Z,326.0,Hip-Hop,2023-07-29 02:11:08.126178,5
Song242,Eminem,188.0,Hip-Hop,2023-08-02 20:46:08.126178,5
Song182,Lil Wayne,148.0,Hip-Hop,2023-07-15 21:52:08.126178,5
Song211,Foo Fighters,244.0,Rock,2023-07-12 10:19:08.126178,3
Song172,Lil Wayne,212.0,Hip-Hop,2023-07-24 05:30:08.126178,5
Song141,Coldplay,236.0,Rock,2023-08-02 13:52:08.126178,5
Song292,OutKast,140.0,Hip-Hop,2023-08-02 15:56:08.126178,5
Song111,U2,185.0,Rock,2023-07-10 05:32:08.126178,4
Song2,OutKast,282.0,Hip-Hop,2023-08-03 19:20:08.126178,4
Song262,Jay-Z,239.0,Hip-Hop,2023-07-17 08:47:08.126178,3
Song61,The Rolling Stones,299.0,Rock,2023-07-14 06:41:08.126178,5
Song252,Jay-Z,293.0,Hip-Hop,2023-07-12 00:56:08.126178,5
Song31,Coldplay,155.0,Rock,2023-08-04 01:14:08.126178,5
Song102,Lil Wayne,186.0,Hip-Hop,2023-07-08 02:44:08.126178,5
Song212,Jay-Z,327.0,Hip-Hop,2023-07-12 04:44:08.126178,5
Song111,U2,185.0,Rock,2023-07-14 15:36:08.126178,5
Song61,The Rolling Stones,299.0,Rock,2023-08-01 20:14:08.126178,5
Song131,Foo Fighters,242.0,Rock,2023-07-19 19:21:08.126178,3
Song172,Lil Wayne,212.0,Hip-Hop,2023-07-09 13:38:08.126178,5
Song2,OutKast,282.0,Hip-Hop,2023-07-18 17:15:08.126178,5
Song152,Nas,290.0,Hip-Hop,2023-07-15 10:48:08.126178,3
Song241,Foo Fighters,249.0,Rock,2023-08-04 09:30:08.126178,3
Song62,Nas,283.0,Hip-Hop,2023-08-01 14:51:08.126178,5
Song122,Kanye West,213.0,Hip-Hop,2023-07-25 07:59:08.126178,5
Song181,The Rolling Stones,299.0,Rock,2023-07-12 22:59:08.126178,5
Song222,Lil Wayne,123.0,Hip-Hop,2023-07-22 20:27:08.126178,5
Song91,The Rolling Stones,282.0,Rock,2023-08-04 03:54:08.126178,5
Song132,Nas,258.0,Hip-Hop,2023-07-10 16:17:08.126178,5
Song222,Lil Wayne,123.0,Hip-Hop,2023-07-26 01:32:08.126178,5
Song12,OutKast,251.0,Hip-Hop,2023-07-30 23:13:08.126178,5
Song42,Nas,225.0,Hip-Hop,2023-07-11 18:25:08.126178,4
Song262,Jay-Z,239.0,Hip-Hop,2023-07-10 05:53:08.126178,4
Song261,Coldplay,249.0,Rock,2023-07-19 12:08:08.126178,5
Song232,Eminem,162.0,Hip-Hop,2023-08-01 04:38:08.126178,5
