Song,Artist,Length,Genre,Datetime,Star_Rating
Song102,Lil Wayne,186.0,Hip-Hop,2023-07-20 01:17:08.126178,5
Song130,Katy Perry,166.0,Pop,2023-07-13 19:39:08.126178,5
Song164,Death Cab for Cutie,147.0,Indie,2023-07-13 22:44:08.126178,4
Song71,Foo Fighters,168.0,Rock,2023-07-09 00:18:08.126178,4
Song174,Vampire Weekend,339.0,Indie,2023-08-03 15:16:08.126178,5
Song221,U2,190.0,Rock,2023-07-11 11:51:08.126178,5
Song134,Arctic Monkeys,133.0,Indie,2023-07-12 03:27:08.126178,2
Song100,Britney Spears,132.0,Pop,2023-07-16 00:24:08.126178,4
Song172,Lil Wayne,212.0,Hip-Hop,2023-07-29 16:48:08.126178,5
Song260,Britney Spears,351.0,Pop,2023-07-17 22:25:08.126178,5
Song174,Vampire Weekend,339.0,Indie,2023-07-19 01:35:08.126178,5
Song4,Arcade Fire,150.0,Indie,2023-07-06 06:24:08.126178,3
Song232,Eminem,162.0,Hip-Hop,2023-07-23 10:09:08.126178,3
Song84,The Shins,347.0,Indie,2023-08-01 13:29:08.126178,5
Song74,The Shins,221.0,Indie,2023-07-19 21:06:08.126178,4
Song126,Stevie Ray Vaughan,319.0,Blues,2023-07-23 05:58:08.126178,2
Song286,John Lee Hooker,154.0,Blues,2023-07-21 17:08:08.126178,5
Song172,Lil Wayne,212.0,Hip-Hop,2023-07-18 12:33:08.126178,5
Song214,The Shins,260.0,Indie,2023-07-12 16:40:08.126178,4
Song126,Stevie Ray Vaughan,319.0,Blues,2023-07-18 01:00:08.126178,3
Song150,Justin Timberlake,343.0,Pop,2023-07-25 21:05:08.126178,4
Song102,Lil Wayne,186.0,Hip-Hop,2023-08-03 10:31:08.126178,5
Song186,Stevie Ray Vaughan,194.0,Blues,2023-08-03 04:13:08.126178,5
Song100,Britney Spears,132.0,Pop,2023-07-05 07:20:08.126178,5
Song190,Justin Timberlake,201.0,Pop,2023-07-09 02:23:08.126178,2
Song270,Britney Spears,208.0,Pop,2023-07-11 22:41:08.126178,5
Song116,Stevie Ray Vaughan,234.0,Blues,2023-07-26 22:54:08.126178,5
Song120,Taylor Swift,309.0,Pop,2023-08-03 17:39:08.126178,5
Song41,Foo Fighters,161.0,Rock,2023-07-17 03:22:08.126178,4
Song80,Madonna,266.0,Pop,2023-07-24 06:03:08.126178,5
Song152,Nas,290.0,Hip-Hop,2023-07-22 15:35:08.126178,5
Song162,Nas,306.0,Hip-Hop,2023-07-05 09:33:08.126178,4
Song231,U2,150.0,Rock,2023-07-11 09:31:08.126178,5
Song256,B.B. King,149.0,Blues,2023-07-08 13:43:08.126178,5
