Song,Artist,Length,Genre,Datetime,Star_Rating
Song180,Katy Perry,143.0,Pop,2023-07-12 02:24:08.116174,2
Song130,Katy Perry,166.0,Pop,2023-08-02 01:54:08.116174,4
Song113,The Chemical Brothers,274.0,Techno,2023-07-27 07:12:08.116174,5
Song37,Dolly Parton,190.0,Country,2023-08-02 06:10:08.116174,3
Song196,B.B. King,348.0,Blues,2023-07-20 16:53:08.116174,4
Song220,Britney Spears,198.0,Pop,2023-07-08 15:02:08.116174,2
Song96,Muddy Waters,291.0,Blues,2023-07-25 03:01:08.116174,5
Song5,Ella Fitzgerald,238.0,Jazz,2023-07-25 15:36:08.116174,3
Song253,Richie Hawtin,150.0,Techno,2023-07-07 12:36:08.116174,5
Song66,Stevie Ray Vaughan,156.0,Blues,2023-07-11 21:36:08.116174,3
Song207,Dolly Parton,187.0,Country,2023-07-26 17:27:08.116174,2
Song137,Willie Nelson,335.0,Country,2023-08-02 00:07:08.116174,5
Song63,The Chemical Brothers,121.0,Techno,2023-07-25 23:25:08.116174,3
Song127,Dolly Parton,281.0,Country,2023-07-25 02:14:08.116174,5
Song225,John Coltrane,212.0,Jazz,2023-07-12 00:22:08.116174,5
Song123,Carl Cox,352.0,Techno,2023-07-16 20:08:08.116174,5
Song166,Stevie Ray Vaughan,189.0,Blues,2023-07-16 14:44:08.116174,3
Song223,Jeff Mills,139.0,Techno,2023-07-11 07:40:08.116174,4
Song115,Ella Fitzgerald,234.0,Jazz,2023-07-20 00:23:08.116174,5
Song25,John Coltrane,259.0,Jazz,2023-07-10 16:06:08.116174,3
Song135,Ella Fitzgerald,315.0,Jazz,2023-07-27 21:35:08.116174,3
Song66,Stevie Ray Vaughan,156.0,Blues,2023-07-13 05:22:08.116174,4
Song213,Jeff Mills,221.0,Techno,2023-07-11 06:01:08.116174,2
Song163,The Chemical Brothers,184.0,Techno,2023-07-12 10:58:08.116174,3
Song276,Muddy Waters,303.0,Blues,2023-07-31 16:55:08.116174,3
Song250,Britney Spears,269.0,Pop,2023-07-27 12:25:08.116174,4
Song90,Madonna,300.0,Pop,2023-07-27 11:37:08.116174,3
Song136,Eric Clapton,128.0,Blues,2023-08-02 20:58:08.116174,4
Song65,Billie Holiday,169.0,Jazz,2023-07-10 21:31:08.116174,5
Song7,Garth Brooks,208.0,Country,2023-07-28 18:27:08.116174,5
Song50,Christina Aguilera,145.0,Pop,2023-07-05 05:01:08.116174,5
Song35,Louis Armstrong,281.0,Jazz,2023-07-25 12:24:08.116174,5
Song145,Ella Fitzgerald,241.0,Jazz,2023-08-03 12:57:08.116174,4
Song276,Muddy Waters,303.0,Blues,2023-07-26 05:12:08.116174,4
