Song,Artist,Length,Genre,Datetime,Star_Rating
Song210,Britney Spears,330.0,Pop,2023-07-15 11:45:08.116174,4
Song150,Justin Timberlake,343.0,Pop,2023-07-17 11:44:08.116174,5
Song140,Christina Aguilera,213.0,Pop,2023-07-20 21:45:08.116174,4
Song76,Stevie Ray Vaughan,139.0,Blues,2023-07-31 17:16:08.116174,4
Song260,Britney Spears,351.0,Pop,2023-07-16 07:08:08.116174,2
Song36,Muddy Waters,315.0,Blues,2023-07-16 16:28:08.116174,5
Song210,Britney Spears,330.0,Pop,2023-07-19 22:13:08.116174,5
Song120,Taylor Swift,309.0,Pop,2023-07-18 01:36:08.116174,2
Song206,Robert Johnson,131.0,Blues,2023-07-11 02:18:08.116174,2
Song170,Madonna,134.0,Pop,2023-07-27 20:33:08.116174,2
Song14,Arctic Monkeys,291.0,Indie,2023-07-05 09:29:08.116174,4
Song14,Arctic Monkeys,291.0,Indie,2023-07-10 19:37:08.116174,5
Song54,Arcade Fire,218.0,Indie,2023-07-18 09:02:08.116174,5
Song166,Stevie Ray Vaughan,189.0,Blues,2023-08-04 00:58:08.116174,5
Song166,Stevie Ray Vaughan,189.0,Blues,2023-07-20 07:37:08.116174,5
Song166,Stevie Ray Vaughan,189.0,Blues,2023-07-24 13:26:08.116174,5
Song136,Eric Clapton,128.0,Blues,2023-07-27 22:40:08.116174,5
Song44,Death Cab for Cutie,129.0,Indie,2023-08-01 07:49:08.116174,4
Song86,John Lee Hooker,164.0,Blues,2023-07-06 14:25:08.116174,4
Song176,Muddy Waters,331.0,Blues,2023-07-18 15:07:08.116174,3
Song144,Modest Mouse,202.0,Indie,2023-07-18 03:14:08.116174,4
Song210,Britney Spears,330.0,Pop,2023-07-26 16:52:08.116174,5
Song234,Vampire Weekend,154.0,Indie,2023-07-05 08:30:08.116174,5
Song104,Modest Mouse,129.0,Indie,2023-07-16 01:10:08.116174,3
Song56,B.B. King,297.0,Blues,2023-07-06 22:49:08.116174,5
Song16,Robert Johnson,353.0,Blues,2023-07-22 02:20:08.116174,5
Song26,B.B. King,236.0,Blues,2023-07-25 19:40:08.116174,5
Song14,Arctic Monkeys,291.0,Indie,2023-08-03 21:40:08.116174,5
Song6,Stevie Ray Vaughan,293.0,Blues,2023-07-08 18:38:08.116174,5
Song4,Arcade Fire,150.0,Indie,2023-07-13 21:35:08.116174,2
Song150,Justin Timberlake,343.0,Pop,2023-07-24 18:35:08.116174,5
Song104,Modest Mouse,129.0,Indie,2023-07-11 02:08:08.116174,4
Song160,Britney Spears,125.0,Pop,2023-07-24 02:55:08.116174,2
Song40,Madonna,149.0,Pop,2023-08-02 15:32:08.116174,5
Song74,The Shins,221.0,Indie,2023-07-09 21:36:08.116174,5
Song220,Britney Spears,198.0,Pop,2023-07-15 20:06:08.116174,5
Song26,B.B. King,236.0,Blues,2023-07-13 18:40:08.116174,5
Song106,Eric Clapton,227.0,Blues,2023-07-04 16:42:08.116174,3
Song40,Madonna,149.0,Pop,2023-07-21 01:39:08.116174,5
Song20,Justin Timberlake,203.0,Pop,2023-07-12 10:31:08.116174,4
Song170,Madonna,134.0,Pop,2023-07-22 07:42:08.116174,3
Song4,Arcade Fire,150.0,Indie,2023-07-30 02:15:08.116174,3
Song36,Muddy Waters,315.0,Blues,2023-07-26 07:47:08.116174,5
Song220,Britney Spears,198.0,Pop,2023-07-18 04:24:08.116174,5
Song44,Death Cab for Cutie,129.0,Indie,2023-07-25 06:28:08.116174,5
Song146,B.B. King,136.0,Blues,2023-07-28 18:32:08.116174,5
Song286,John Lee Hooker,154.0,Blues,2023-07-21 13:24:08.116174,4
Song254,The Shins,142.0,Indie,2023-08-02 20:35:08.116174,4
Song204,Modest Mouse,163.0,Indie,2023-07-12 15:23:08.116174,5
Song254,The Shins,142.0,Indie,2023-07-28 02:39:08.116174,5
Song214,The Shins,260.0,Indie,2023-07-13 03:06:08.116174,5
Song20,Justin Timberlake,203.0,Pop,2023-07-17 18:21:08.116174,5
Song216,Stevie Ray Vaughan,147.0,Blues,2023-07-22 05:52:08.116174,5
Song6,Stevie Ray Vaughan,293.0,Blues,2023-07-10 16:03:08.116174,5
Song166,Stevie Ray Vaughan,189.0,Blues,2023-07-20 23:24:08.116174,5
Song124,Vampire Weekend,135.0,Indie,2023-07-19 18:04:08.116174,2
Song40,Madonna,149.0,Pop,2023-07-24 23:39:08.116174,5
Song284,Modest Mouse,172.0,Indie,2023-07-24 00:02:08.116174,4
Song186,Stevie Ray Vaughan,194.0,Blues,2023-08-04 12:58:08.116174,2
Song64,Vampire Weekend,215.0,Indie,2023-08-04 01:44:08.116174,5
Song190,Justin Timberlake,201.0,Pop,2023-07-15 22:25:08.116174,5
Song24,Death Cab for Cutie,259.0,Indie,2023-08-02 08:54:08.116174,5
Song54,Arcade Fire,218.0,Indie,2023-07-13 00:04:08.116174,5
Song24,Death Cab for Cutie,259.0,Indie,2023-07-26 22:15:08.116174,5
Song10,Christina Aguilera,134.0,Pop,2023-07-17 11:07:08.116174,5
