Song,Artist,Length,Genre,Datetime,Star_Rating
Song257,George Strait,281.0,Country,2023-07-18 16:26:08.096367,5
Song273,Richie Hawtin,254.0,Techno,2023-07-25 21:54:08.096367,5
Song287,Willie Nelson,136.0,Country,2023-08-03 06:21:08.096367,3
Song137,Willie Nelson,335.0,Country,2023-08-03 10:36:08.096367,5
Song144,Modest Mouse,202.0,Indie,2023-07-30 21:32:08.096367,5
Song294,Modest Mouse,208.0,Indie,2023-07-22 17:25:08.096367,4
Song17,Garth Brooks,135.0,Country,2023-07-11 13:59:08.096367,3
Song114,Death Cab for Cutie,265.0,Indie,2023-07-06 23:09:08.096367,5
Song213,Jeff Mills,221.0,Techno,2023-07-25 05:42:08.096367,3
Song137,Willie Nelson,335.0,Country,2023-08-04 13:25:08.096367,5
Song54,Arcade Fire,218.0,Indie,2023-07-07 11:57:08.096367,5
Song174,Vampire Weekend,339.0,Indie,2023-07-10 19:13:08.096367,5
Song114,Death Cab for Cutie,265.0,Indie,2023-07-08 03:08:08.096367,5
Song233,Jeff Mills,269.0,Techno,2023-07-28 07:53:08.096367,5
Song127,Dolly Parton,281.0,Country,2023-07-18 22:39:08.096367,5
Song284,Modest Mouse,172.0,Indie,2023-08-04 12:01:08.096367,2
Song237,Dolly Parton,126.0,Country,2023-07-13 11:42:08.096367,2
Song3,Jeff Mills,358.0,Techno,2023-07-28 19:15:08.096367,2
Song53,The Chemical Brothers,335.0,Techno,2023-07-19 03:46:08.096367,4
Song37,Dolly Parton,190.0,Country,2023-07-22 13:09:08.096367,4
Song37,Dolly Parton,190.0,Country,2023-08-03 23:21:08.096367,5
Song257,George Strait,281.0,Country,2023-08-01 03:16:08.096367,5
Song104,Modest Mouse,129.0,Indie,2023-07-24 03:56:08.096367,5
