Song,Artist,Length,Genre,Datetime,Star_Rating
Song252,Jay-Z,293.0,Hip-Hop,2023-07-20 03:52:08.116174,5
Song182,Lil Wayne,148.0,Hip-Hop,2023-07-21 07:36:08.116174,5
Song122,Kanye West,213.0,Hip-Hop,2023-07-29 19:54:08.116174,4
Song62,Nas,283.0,Hip-Hop,2023-07-20 07:05:08.116174,4
Song12,OutKast,251.0,Hip-Hop,2023-07-05 08:05:08.116174,5
Song127,Dolly Parton,281.0,Country,2023-08-04 01:28:08.116174,3
Song27,Willie Nelson,131.0,Country,2023-07-29 08:31:08.116174,5
Song282,OutKast,243.0,Hip-Hop,2023-07-26 12:34:08.124184,5
Song77,Johnny Cash,191.0,Country,2023-07-11 01:32:08.124184,2
Song112,Kanye West,269.0,Hip-Hop,2023-07-10 16:48:08.124184,5
Song122,Kanye West,213.0,Hip-Hop,2023-07-29 17:05:08.124184,5
Song37,Dolly Parton,190.0,Country,2023-07-04 19:05:08.124184,4
Song187,Dolly Parton,177.0,Country,2023-08-03 09:02:08.124184,5
Song232,Eminem,162.0,Hip-Hop,2023-07-13 14:09:08.124184,5
Song177,George Strait,208.0,Country,2023-07-25 07:44:08.124184,4
Song147,Willie Nelson,320.0,Country,2023-07-20 20:54:08.124184,3
Song87,Dolly Parton,313.0,Country,2023-07-29 15:22:08.124184,5
