Song,Artist,Length,Genre,Datetime,Star_Rating
Song89,Joni Mitchell,126.0,Folk,2023-07-23 05:07:08.104883,5
Song255,Herbie Hancock,138.0,Jazz,2023-07-30 01:11:08.104883,5
Song94,The Shins,204.0,Indie,2023-07-12 01:27:08.104883,5
Song142,Eminem,329.0,Hip-Hop,2023-07-22 11:58:08.104883,5
Song104,Modest Mouse,129.0,Indie,2023-07-12 08:17:08.104883,5
Song192,Kanye West,152.0,Hip-Hop,2023-07-07 12:46:08.104883,5
Song104,Modest Mouse,129.0,Indie,2023-07-05 12:20:08.104883,5
Song205,Miles Davis,286.0,Jazz,2023-07-14 01:04:08.104883,5
Song132,Nas,258.0,Hip-Hop,2023-07-20 03:58:08.104883,3
Song299,Simon & Garfunkel,287.0,Folk,2023-07-22 12:12:08.104883,2
Song142,Eminem,329.0,Hip-Hop,2023-08-02 16:52:08.104883,5
Song24,Death Cab for Cutie,259.0,Indie,2023-07-06 18:38:08.104883,2
Song114,Death Cab for Cutie,265.0,Indie,2023-07-31 05:03:08.104883,5
Song114,Death Cab for Cutie,265.0,Indie,2023-07-27 14:32:08.104883,5
Song115,Ella Fitzgerald,234.0,Jazz,2023-07-28 01:34:08.104883,5
Song34,Arcade Fire,249.0,Indie,2023-07-05 12:09:08.104883,2
Song274,Modest Mouse,311.0,Indie,2023-07-09 07:20:08.104883,5
Song72,Eminem,124.0,Hip-Hop,2023-07-27 15:00:08.104883,5
Song99,Nick Drake,311.0,Folk,2023-07-12 04:32:08.104883,3
Song214,The Shins,260.0,Indie,2023-07-17 06:35:08.104883,4
Song212,Jay-Z,327.0,Hip-Hop,2023-07-22 18:44:08.104883,4
Song59,Simon & Garfunkel,182.0,Folk,2023-07-04 17:15:08.104883,2
Song109,Leonard Cohen,262.0,Folk,2023-07-31 06:46:08.104883,2
Song204,Modest Mouse,163.0,Indie,2023-08-04 09:55:08.104883,4
Song284,Modest Mouse,172.0,Indie,2023-07-26 00:11:08.104883,5
Song135,Ella Fitzgerald,315.0,Jazz,2023-07-13 09:51:08.104883,4
Song254,The Shins,142.0,Indie,2023-07-11 16:40:08.104883,5
Song294,Modest Mouse,208.0,Indie,2023-07-16 18:04:08.104883,5
Song165,Miles Davis,282.0,Jazz,2023-07-07 17:31:08.104883,5
Song225,John Coltrane,212.0,Jazz,2023-08-01 16:40:08.104883,3
Song275,Billie Holiday,315.0,Jazz,2023-07-15 14:53:08.104883,4
Song222,Lil Wayne,123.0,Hip-Hop,2023-07-31 11:39:08.104883,2
Song299,Simon & Garfunkel,287.0,Folk,2023-07-16 14:30:08.104883,3
Song125,John Coltrane,148.0,Jazz,2023-07-17 06:48:08.104883,3
Song214,The Shins,260.0,Indie,2023-07-04 22:03:08.104883,5
Song224,Arctic Monkeys,270.0,Indie,2023-07-19 08:40:08.104883,4
Song119,Leonard Cohen,309.0,Folk,2023-08-03 17:59:08.104883,5
Song165,Miles Davis,282.0,Jazz,2023-07-26 19:53:08.104883,5
Song39,Bob Dylan,151.0,Folk,2023-08-03 15:58:08.104883,5
Song164,Death Cab for Cutie,147.0,Indie,2023-07-10 03:22:08.104883,4
Song264,Vampire Weekend,130.0,Indie,2023-07-19 02:33:08.104883,4
Song172,Lil Wayne,212.0,Hip-Hop,2023-07-19 01:47:08.104883,5
Song149,Nick Drake,164.0,Folk,2023-07-28 17:53:08.104883,5
Song135,Ella Fitzgerald,315.0,Jazz,2023-07-08 17:53:08.104883,5
Song182,Lil Wayne,148.0,Hip-Hop,2023-07-09 16:17:08.104883,5
Song122,Kanye West,213.0,Hip-Hop,2023-07-14 11:22:08.104883,3
Song174,Vampire Weekend,339.0,Indie,2023-07-09 23:21:08.104883,3
Song32,Lil Wayne,244.0,Hip-Hop,2023-07-07 16:32:08.104883,2
Song92,Jay-Z,326.0,Hip-Hop,2023-07-27 01:15:08.104883,2
Song155,Billie Holiday,328.0,Jazz,2023-07-15 20:04:08.104883,5
Song195,Billie Holiday,144.0,Jazz,2023-07-20 20:18:08.104883,5
Song142,Eminem,329.0,Hip-Hop,2023-07-25 13:29:08.104883,5
Song45,Miles Davis,128.0,Jazz,2023-07-13 01:48:08.104883,4
Song99,Nick Drake,311.0,Folk,2023-07-16 02:36:08.104883,4
Song239,Joni Mitchell,303.0,Folk,2023-07-22 11:41:08.104883,3
